x,y
0.0,3.9874711757067387
0.20408163265306123,3.3598169020188755
0.40816326530612246,6.280458350633854
0.6122448979591837,6.053015823900524
0.8163265306122449,6.816580372306124
1.0204081632653061,6.946676696969866
1.2244897959183674,8.48609138964253
1.4285714285714286,8.882060590523265
1.6326530612244898,6.70210702203817
1.836734693877551,7.980590725742519
2.0408163265306123,7.743850416970758
2.2448979591836737,8.937979871995976
2.4489795918367347,10.54946294184775
2.6530612244897958,10.431355602178565
2.857142857142857,11.766479138382778
3.0612244897959187,10.991707265480683
3.2653061224489797,11.05478120531309
3.4693877551020407,13.104415340184126
3.673469387755102,11.057538093800291
3.8775510204081636,14.34535961656296
4.081632653061225,11.75756725005854
4.285714285714286,12.374266675321701
4.4897959183673475,13.192674003489625
4.6938775510204085,15.431241546014665
4.8979591836734695,16.265327343771425
5.1020408163265305,15.709923417713277
5.3061224489795915,13.951115754223695
5.510204081632653,15.396448871496505
5.714285714285714,16.83307727653316
5.918367346938775,16.666417705810627
6.122448979591837,18.160291107358596
6.326530612244898,18.05417338984648
6.530612244897959,18.256387794566557
6.73469387755102,20.19869500427481
6.938775510204081,17.36353371294589
7.142857142857143,18.731124595062543
7.346938775510204,20.09567332930912
7.551020408163265,21.165415655258762
7.755102040816327,21.732618603964905
7.959183673469388,22.47259438042565
8.16326530612245,19.633558121711904
8.36734693877551,23.316243212313694
8.571428571428571,21.07538008000314
8.775510204081632,21.184383962493417
8.979591836734695,23.806574295747026
9.183673469387756,23.338458588196286
9.387755102040817,23.39975093060904
9.591836734693878,27.42075973064257
9.795918367346939,26.79251064552741
10.0,23.655542886767623
