x,y
0.0,5.80877417315167
0.20408163265306123,4.1626935796087
0.40816326530612246,5.636250524019111
0.6122448979591837,5.559111240538337
0.8163265306122449,7.152242168493687
1.0204081632653061,6.647800846097397
1.2244897959183674,8.182396104086774
1.4285714285714286,8.757788660661884
1.6326530612244898,10.069485196787037
1.836734693877551,8.378944043296139
2.0408163265306123,7.347506660661464
2.2448979591836737,7.829070438557357
2.4489795918367347,7.993721016383853
2.6530612244897958,9.737412155175956
2.857142857142857,12.16846590036105
3.0612244897959187,10.548445949830805
3.2653061224489797,11.530128469706627
3.4693877551020407,10.043646166960913
3.673469387755102,11.891566174188085
3.8775510204081636,12.784949047905146
4.081632653061225,11.977460515094686
4.285714285714286,14.113609247557152
4.4897959183673475,14.118759965406804
4.6938775510204085,13.074115626844849
4.8979591836734695,14.2156902257322
5.1020408163265305,14.407715245455945
5.3061224489795915,15.384627506858834
5.510204081632653,14.26278731569427
5.714285714285714,15.890827739476322
5.918367346938775,16.156705741115022
6.122448979591837,16.515828661564928
6.326530612244898,17.31475424948818
6.530612244897959,18.965327853199792
6.73469387755102,18.50494852678643
6.938775510204081,17.677291488293548
7.142857142857143,17.911938241734198
7.346938775510204,19.911513165073803
7.551020408163265,18.63893213992124
7.755102040816327,20.725018034346075
7.959183673469388,20.495466977334534
8.16326530612245,21.951518556000153
8.36734693877551,22.119307843185545
8.571428571428571,20.196947462577462
8.775510204081632,22.69273819910307
8.979591836734695,22.47536979508381
9.183673469387756,22.154420864159352
9.387755102040817,25.16263627201321
9.591836734693878,21.93221822178905
9.795918367346939,23.70413420268753
10.0,25.171101711990786
